#visible_distance(float) space view_sector(float)
100 135
#sequence of units
#2D_position(float;float) space 2D_direction(float;float)
-6063.43;3373.71 -1.82943;-0.646229
940.207;5875.57 1.68783;1.39363
1326.06;2334.76 1.33351;3.08313
1361.85;-6789.7 1.4861;0.33494
1217.35;-5375.82 -0.38316;3.6108
-6397.13;-6640.44 0.320597;2.0806
5614.51;4995.68 -3.29279;-4.30357
4226.22;2832.06 -1.77847;-2.01468
2296.44;1747.46 -1.0509;-2.62169
-3606.05;6505.44 -4.52574;-0.110935
566.799;6804.03 -1.64815;0.948363
-3475.07;4956.31 -3.74783;-0.782952
6074.28;-3318.46 -3.15241;0.178991
4570.44;7226.97 3.49879;2.3339
-2514.05;1598.8 1.80074;3.80032
-6572.78;3629.67 -4.93896;2.14133
6707.97;-4399.21 2.76238;-4.77477
-2686.32;5774.45 1.0741;-4.06644
-2533.49;-739.905 -0.518052;-1.47084
-1474.07;-6044.5 2.59026;-0.502792
7242.16;2537.23 1.1623;0.672475
4913.61;4353.21 1.46443;-2.53807
494.105;-1553.19 -3.03125;-0.0202947
-1572.9;-7042.09 1.48671;-0.096591
-365.108;-3286.42 -2.21366;0.865963
1629.59;-1042.48 0.764641;-4.8056
11.2886;2951.27 -0.77166;4.81231
871.781;-2178.01 -4.64415;-0.892819
2853.97;6941.64 -4.10703;-2.40684
1907.48;-4298.84 4.1522;0.162816
6492.4;-5504.39 -3.12769;2.75353
249.291;2256.88 -4.99023;1.23493
-607.547;-2663.08 2.50999;1.3332
-3134.18;-1891.39 2.13614;-2.59941
-1506.84;7060.6 2.40776;-2.15354
1174.58;-1684.38 4.71801;0.0416574
2367.18;-310.569 4.68505;2.50633
6867.6;-5551.68 -3.19208;-2.80358
4202.46;-1791.96 -3.51497;-0.298318
-1446.14;7170.62 -1.54408;0.161595
6570.04;-742.524 -4.26572;2.72393
3625.96;3013.64 -1.90878;-3.65688
-5445.36;-4155.53 4.14975;4.74456
1126.02;-5991.39 -3.84304;-1.64205
-2437.87;-5413.39 1.49525;-3.96084
6193.73;1506.32 -0.00839281;-0.61388
-6302.8;-1428.41 1.0918;-2.53258
-2928.16;173.257 -0.0383005;4.77233
4126.92;-717.87 -3.42647;0.196692
3107.4;1258.36 -3.15424;-0.123753
1127.14;6490.81 -0.103916;1.67989
6476.68;196.103 0.467086;4.1757
6002.47;409.575 0.594653;-2.11814
4861.07;5588.37 -0.425886;1.61672
790.479;-5894.97 -3.70876;1.75649
3580.14;4928.07 2.97723;-2.78283
831.702;3713.23 4.45372;-2.0278
-4902.46;-2815.23 1.9277;-0.0837736
-960.611;-1152.34 -4.59899;3.88974
-1867.85;5480.61 3.75362;1.67653
-1299.63;6493.73 -3.43532;-3.21345
-2551.53;-2287.19 -3.26014;2.83624
4719.78;-7194.09 -2.00613;-2.6632
1015.88;3950.55 -3.73592;3.71059
2257.62;-566.111 -0.887021;-0.665151
-2127.41;-2630.26 2.17673;2.44255
-5096.23;113.367 -3.26807;-4.32707
4412.78;768.367 -2.56523;-0.89465
1331.2;-2734.8 4.30174;0.568712
-2966.34;33.2256 -2.01437;-3.94559
-3920.76;-2319.1 2.42271;-1.96097
5279.24;-3496.1 3.89798;4.52727
-3615.71;-2740.76 0.603504;-3.3697
4855.09;-3798.62 1.74612;-2.50389
6559.85;3591.4 0.2678;0.392315
-67.9355;-6332.93 -1.75741;-1.23035
-6914.15;-4515.42 -0.988037;-3.89492
6283.7;-6359.31 -4.88006;-1.65548
5562;6772.46 -3.88668;-3.24366
-6951.26;-1496.6 -4.73479;4.00632
-3106.38;3007.07 -0.711234;1.26789
-850.791;4738.11 0.101169;-0.818659
5437.67;-2333.69 2.70074;0.471358
6641.26;-6002.19 -1.7806;-2.96136
-6729.05;4475.71 -3.78414;-0.66393
3123.1;5124.96 -4.7351;0.841548
3030.91;-1201.43 -4.08567;-4.55596
2689.84;-726.29 -4.93408;0.548265
-123.116;3142.43 -4.15525;3.71822
-3259.17;-6905.18 2.01956;-4.33561
3082.76;-5410.12 1.03473;-2.60277
-7068.23;-590.755 4.72228;4.34507
3588.57;-6142.96 1.74642;-4.73632
-1637.12;5712.7 0.854366;-1.2566
-1548.3;5114.6 -1.01398;-4.87976
4596.47;4799.93 3.31233;-3.38313
-1700.01;-6380.67 1.26087;3.51497
3219.15;5585.9 -2.40867;-0.825068
-6514.77;1620.64 2.58721;1.71926
3176.62;-4556.66 0.418561;-4.8178
-6124.29;238.592 1.74825;-2.04642
6802.53;-2284.16 -0.365154;1.31031
-1394.57;-5414.67 2.80145;-4.13449
2035.61;-5421.8 -4.67101;-1.26209
-3627.24;-5822.64 -3.16248;-0.745415
-512.538;2479.49 2.22007;-3.99594
-3782.1;6708.04 4.98718;3.04895
-480.876;-1363.4 3.28974;-1.89138
2677.17;-2232.91 2.67876;0.532701
4187.95;15.5366 4.66552;1.86514
7106.86;2975.72 -4.85351;-3.17682
2292.35;-6554.61 1.75314;-2.50053
-4850.69;5206.34 4.18943;-1.40461
-770.027;3791.09 -3.37947;-3.49452
-1030.57;-7071.41 -3.82351;0.0605793
5615.19;-966.583 -3.37092;-4.25657
-6398.76;-1240.14 1.30787;-4.80895
-949.265;4999.87 4.31791;-2.20756
-4224.66;3680.05 4.11954;-3.80154
2325.19;-275.981 -1.46535;-2.44713
6865.8;-6464.66 -4.75799;-1.74062
5780.01;3049.36 -3.17927;-4.90387
666.839;-4228.41 4.41038;0.4915
6102.05;3272.14 -0.956908;4.76897
-1159.71;-3750.77 4.71892;3.1814
3909.19;-6983.7 2.27592;0.540941
4960.41;-6095.56 -1.86972;1.25965
3131.06;-324.565 -3.06452;-2.38914
-2332.31;7039.26 2.23472;4.02951
-2122.5;-3952.39 4.16135;0.254982
-2885.83;2757.1 -1.74551;1.14063
4004.51;5898.89 4.44975;-4.07132
4431.46;6973.82 0.305643;4.81811
6659.23;3903.94 -2.4633;-4.37956
251.417;-5462.93 -4.09726;-1.6628
-4569.13;-3857.07 3.53053;0.450301
2158.79;2750.86 -2.28202;0.752129
1226.92;-4886.52 -4.7058;4.52361
-4707.56;-3447.91 -3.4109;-2.13034
6348.58;3713.71 2.07999;4.03165
-6647.48;-146.192 -4.2233;-0.521409
-732.6;-6103.25 4.40886;2.60369
1368.5;-7082.11 -3.52779;2.82434
2547.81;-5812.77 0.206763;2.90857
-5415.21;4339.97 4.55657;2.33604
2626.78;481.812 2.18589;4.50529
-969.367;-2204.1 -1.39424;-4.39665
-4386.46;-4237.58 -3.5229;-2.05435
2586.07;-3904.89 -0.848262;-4.39665
6267.45;-7046.88 2.51396;-4.87426
-3694.06;57.6553 -0.81286;-0.823847
-5317.23;1073.98 4.1644;-4.11313
3206.25;1962.99 -4.07407;1.75222
-7056.84;359.051 2.11356;0.867488
-5226.71;-6363.94 3.80917;-1.67165
1108.16;-2431.77 -2.50237;0.604114
-5399.58;-2333.61 -1.23707;0.694754
-887.886;4635.92 -3.21375;0.884884
-1517.13;-6462.95 3.70815;0.911436
3138.78;-2220.07 -2.08518;4.34904
-3910.92;-4836.02 -4.68474;1.03473
-4441.28;-533.301 -2.33268;-1.66158
-5620.49;-5146.56 2.01559;-0.906247
-915.371;-1656.35 0.30961;-0.998718
72.7422;1633.97 3.25587;1.31733
-3932.06;6256.42 -2.5277;1.64113
3918.48;3053.64 0.00778198;0.610218
6180;-3960.47 -0.716727;-2.67998
-4780.24;7044.59 -3.47407;1.27949
-4908.89;4726.62 -3.24976;-4.28983
6546.22;-6925.89 3.35505;0.0114446
-1668.37;3788.17 -4.60601;4.19401
3788.51;192.386 1.58773;3.099
5106.08;5874.64 0.131382;3.21711
5541.63;-3555.43 -1.6277;-0.084384
372.685;-4453.79 1.40736;-2.11081
5173.29;-1105.76 3.67153;2.64519
-5575.27;-3159.89 2.57805;-4.16349
-5782.96;3485.81 -1.73086;2.25608
-2607.76;-6606.83 -1.45528;1.30207
1694.43;-5111.44 3.0285;0.729239
-4436.17;-464.651 -4.36521;-4.50224
-6792.04;-6409.98 -0.600451;-0.466475
484.01;-1789.43 2.73614;3.20704
-981.092;-1749.34 1.17817;4.35331
423.254;1377.58 3.67824;-4.36613
2516.44;-6229.73 -2.48772;-3.93582
-1194.52;5696.41 0.867183;-0.492416
835.546;-3430.7 -2.83929;-2.0394
-2373.43;-301.412 0.166784;2.43187
-3747.32;-4771.94 4.00052;-0.768609
-3152.36;-6024.16 -2.96838;4.48668
3542.96;-694.922 3.78506;4.68719
-4440.78;3490.99 3.89096;-3.91842
2415.43;-2262.78 2.15171;0.735039
-5084.65;-3734.74 -1.21998;2.05557
5126.3;-3002.28 3.87967;-2.39158
2835.44;6815.29 -4.7766;2.02841
-1706.55;-2773.66 3.39808;-2.15934
-2015.73;3362.28 3.3694;-2.99585
-159.654;5567.15 -3.45729;0.99292
-5321.41;4768.42 2.3693;2.22098
4381.14;1714.66 3.56624;4.63073
-3766.8;-6159.51 4.01425;-3.74783
1217.56;-2741.52 3.39259;1.54988
6747.58;-4750.61 -2.38548;-3.63887
-5926.37;4752.96 -0.872372;3.25373
2209.85;6574.3 -3.86441;0.0981169
-5718.82;1527.62 4.81597;-0.320597
2398.24;-5140.62 3.57875;3.15577
1603.99;1370.14 3.44813;-4.82513
3062.36;970.024 3.61324;3.46858
997.494;-6426.02 -3.78079;0.724662
-5217.07;-1781.86 -0.538499;1.56484
3530.24;3966.21 3.03766;2.42637
-2306.95;242.531 -4.96887;-2.83105
4243.15;-4857.47 4.28007;-3.78201
-963.598;-6083.96 -2.70348;2.05283
-1663.38;1659.5 3.80154;-1.1449
5555.65;-5844.8 -0.0672932;-0.864742
-906.315;5566.93 3.193;-4.8648
-1253.41;-5471.37 -1.80197;-2.16269
1079.21;4463.09 -2.71142;1.37654
4850.5;-2669.98 -4.93286;-4.31944
1608.57;3593.71 0.924253;-4.85748
-2814.32;-4012.99 -1.38661;-3.85952
-4271.58;2667.13 -3.05658;1.22059
-2122.68;-5479.2 0.641652;2.74804
1175.99;5615.71 -4.54192;3.84732
-2134.99;-6512.11 -3.42891;-0.561083
464.025;-3146.2 4.35423;-4.81536
5680.43;-1152.69 -3.43104;-2.84143
-2414.09;-3144.88 1.04968;0.0486765
-747.241;-2650.72 -2.06778;-3.28852
5930.42;-367.87 -4.49675;-3.11731
6357.38;-2879.55 -1.27949;-2.13675
-4280.57;3642.19 4.47264;4.98749
3587.51;6561.03 2.6397;4.69237
-1798.34;-4886.6 -2.9809;-2.00552
304.443;-6080.48 -4.82635;-2.80877
253.702;-3487.6 1.27033;3.59554
-2484.04;-3502.57 0.968505;-0.881222
-4263.18;-2947.13 2.42363;-0.483566
4874.97;-771.519 2.4633;2.10105
-3684.43;4684.92 2.00613;-4.25413
3132.21;5154.8 -0.224769;-4.0173
1815.61;-5746.47 -1.61763;3.01111
6863.75;2048.85 1.83096;-4.5706
515.196;5156.04 -1.48793;-2.49626
2303.57;-5871.89 -1.2505;2.77947
-690.522;-5426.15 0.957518;1.85781
-507.255;329.233 -4.52452;-2.85669
-634.568;-5124.8 0.141148;2.37541
1778.64;5158.38 -3.33796;-0.241859
1671.19;-1472.66 1.85415;2.50237
5221.64;2696.89 2.80297;-4.41313
288.705;6491.03 0.0141912;2.5576
-241.946;-6869.42 -2.38395;1.17206
5455.97;1057.85 4.67284;-4.2935
196.029;2101.48 -3.32423;-1.26514
-1785.86;-2303.39 1.27308;0.190283
-5305;-3490.9 -2.70348;-3.47163
-859.377;-6688.92 1.15772;-2.20084
-6686.69;5677.33 -0.335551;-4.56084
-1585.32;-6497.77 3.32789;-1.39698
-5940.72;-1427.97 -0.77929;1.83859
-33.6021;6477.51 -2.5515;1.92496
6844.66;-5615.46 0.295267;-3.31751
-2806.15;3660.73 -1.89108;3.56838
-4965.21;-578.266 0.988037;0.866878
6543.54;1283.21 0.328837;-0.705435
1058.46;-5083.99 -0.6975;-3.17499
4687.66;-3566.26 -3.68374;4.54894
-6692.12;3674.8 0.529038;-3.61782
-6348.26;-3963.73 3.47682;0.436262
-4778.85;-2731.1 -4.1232;4.85656
-2448.18;-1492.84 3.66939;-4.05057
5826.27;-5806.61 2.35771;1.40828
5074.21;-1800.51 3.71548;-3.55617
6175.39;-1399.49 3.9169;-4.35514
-2201.57;-1415.95 -2.84356;-1.63381
-4491.13;3877.34 3.81893;0.470748
-5787.52;6171.89 -2.73827;0.228126
1123.69;4956.15 -1.72292;1.18824
-2530.77;5203.93 1.28651;-0.163732
6039.89;5362.84 1.33992;0.850399
926.012;-2924.01 -4.02188;-2.23441
4401.5;5022.88 1.02008;1.86239
-4576.25;6486.2 4.33683;-2.91162
2608.32;-3175.33 -3.31996;3.83206
6256.55;-1541.9 3.62087;-0.650197
-5763.02;-120.067 -2.33573;-2.32749
6054.32;-114.506 4.6054;-3.20673
6618.44;3649.81 3.1811;-4.0463
-2790.63;6068.36 2.09037;0.840022
-4576.36;4709.36 3.43623;-0.496994
-1861.52;-6090.92 -3.34162;-3.18781
6505.13;-3681.39 2.0159;0.258034
3390.26;-341.945 -2.31742;4.91272
4151.1;-5341.88 -0.480819;0.36668
1402.1;-4126.23 -2.41691;-2.5515
-5534.57;3957.83 -1.55965;-2.45933
-6033.3;588.745 -2.66259;2.3101
-3194.52;4363.33 -0.697195;-3.34437
3461.85;-300.355 3.23542;2.69646
3059.94;4328.87 -1.95853;-2.39738
-1869.5;3723.88 4.88952;3.09137
-5479.17;4028.04 4.6353;-0.609607
485.696;1636.64 4.49065;1.49159
2288.17;-4580.37 2.98944;0.497299
2130.03;-6814.17 -2.68242;-2.11844
2077.41;-1101.75 2.06992;-4.5291
5877.52;1997.59 3.49391;-1.0387
6001.68;-2871.9 -1.71499;-2.21763
-110.319;-151.981 0.995667;-0.87756
2726.56;3051.31 -0.881527;-1.0744
3227.67;6889.05 -0.0901823;-2.32536
-3063.6;-2758.07 -1.98782;3.77041
1690.8;5487.1 -2.05832;2.32261
-5205.93;-653.582 0.499435;2.16239
-3150.21;2096.39 -2.82739;-1.10858
5079.15;-4978.92 1.5865;-3.22352
1077.51;317.839 2.06839;-2.69433
329.257;-3096.63 4.3878;-2.78283
6507.99;-3387.4 -1.26423;3.81344
4959.08;2900.91 0.00564575;0.370647
-2496.9;-1384.15 -4.56755;-0.536668
4209.56;4957.23 -1.33412;-2.99432
6547.1;-3495.76 4.3231;4.83276
-6003.59;6491.86 2.09891;4.62645
4998.35;-1311.67 4.48668;1.00269
4616.8;6802.12 -2.82678;-3.42799
4181.51;6657.82 -3.82382;-3.21589
1119.47;-5820.8 0.778375;-2.62932
5250.66;-1450.38 -3.67397;2.19718
-6092.5;3266.33 -4.04355;4.33958
6417.51;4744.43 -4.69146;-1.80624
-1839.15;501.047 -0.712455;-4.5645
-1979.12;-2345.58 4.94263;2.63756
-4938.93;516.576 -0.480819;3.35994
973.921;-1451.25 -2.24876;2.52831
5829.34;-3258 -2.54784;-4.09391
-4113.25;-1370.38 -2.52953;2.47978
902.799;-2094.96 -2.92871;2.56432
6616.26;-127.622 0.805841;-0.554064
5158.12;3792.78 -2.06992;-2.62871
5142.57;-4868.36 0.44023;3.69716
-3280.15;3586.48 -1.21906;-1.98752
-1443.23;-1466.92 -0.706961;-3.95322
1723.46;-3280.05 2.46117;1.1742
6759.41;1321.85 -3.97397;1.32893
-3345.07;-5345.64 2.02261;4.14396
367.205;5721.16 1.80349;-1.87735
6526.93;3595.21 -1.88314;2.66228
6665.9;-1864.66 -1.70309;4.73113
-3113.66;2053.3 -2.37266;-4.97497
-4434.55;284.594 -3.05353;1.40584
3099.24;-3683.55 3.5519;2.43553
2803.08;4322.17 -0.533616;-1.1745
-1831.21;1430.8 -3.86563;-4.39634
5574.77;-256.979 -0.397504;2.82037
-2263.49;3193.3 -4.74914;-2.40043
-6208.98;-4941.98 -3.858;-4.64934
634.675;-1982.54 4.03958;2.95465
1445.38;6583.67 -2.83044;1.73208
420.533;-116.264 3.78323;3.01294
1396.44;585.455 -4.42351;4.11222
-1389.49;625.027 0.0447092;-2.46757
-4428.97;-3790.33 -4.18302;1.1977
5804.97;-5802.86 0.047761;2.53777
-3808.2;-2767.44 1.91733;4.23093
3085.38;-4272.73 1.31031;4.42045
-5051.19;1633 -3.26777;-0.784173
1892.42;101.376 1.52699;0.290994
3006.49;5971.04 2.45537;-4.6054
-4939.86;4484.75 -0.297403;4.58098
-3984.39;4581 2.37327;-0.024262
6290.3;-1980.21 -1.46535;1.89322
-1021.66;-2607.54 3.87692;-0.891903
3261.64;1567.75 -1.95425;-3.89523
-6696.87;6361.68 2.71691;-4.89105
5765.84;5633.22 0.467086;-4.2819
5079.24;3935.46 -1.48732;-0.0584431
2284.08;-230.449 -3.62941;-4.53764
1852.37;1951.27 1.5099;4.93866
6318.36;-3234.4 2.05252;4.14487
-1899.8;-2648.27 0.587939;-3.21833
4069.32;-3519.93 -1.83523;-1.24744
-3142.56;-4483.45 2.51854;-0.272378
395.103;-303.844 -0.39964;4.80499
2060.16;831.928 2.47246;4.08261
-2474.4;3007.08 -3.37642;2.95312
5035.31;2110.43 -4.22178;0.931883
3083.12;2317.75 -2.74651;1.83432
283.873;-5816.75 0.930052;3.11365
-1495.21;4949.92 0.898313;-2.82952
2949.44;-5704.99 3.84457;2.44804
5588.65;-4734.67 3.23603;-2.87713
-829.282;-1746.97 3.37001;3.21131
3283.68;5277.11 2.34855;3.89126
-5453.95;294.961 -1.95791;1.86453
-2338.99;1142.1 -3.89645;1.56545
-4538.56;-6000.14 4.09482;3.0282
-2783.6;-1511.52 0.789361;0.228736
5919.92;-4450.38 4.71526;1.71072
3684.86;-6346.18 0.995056;-3.69167
-1397.17;6806.3 0.553148;1.78335
4586.86;-152.049 0.744804;-0.822931
-2360.93;783.202 1.47786;0.707572
-5013.23;-4346.93 -4.11954;4.00479
-1916.66;-1838.26 -0.413373;0.511948
930;5830.89 -2.30583;0.858943
-2868.39;1180.51 3.46309;-4.9823
-5302.41;-1684.07 -2.18802;0.0590534
-466.578;4867.54 3.68282;3.31629
4121.5;-4106 4.32524;3.77529
-2741.05;3114.29 -0.426191;-0.504929
3833.4;4124.07 -0.825678;3.88119
5808.62;3308.11 -2.77734;-1.38569
507.691;2842.02 -3.21863;-3.94436
6143.1;-5356.87 -1.26728;-1.06555
-3783.44;1114.92 3.93338;0.134434
-1856.81;-6371.09 2.73217;0.391095
-5293.85;4687.91 0.914182;-3.28974
852.508;2117.78 -3.86837;-0.677053
-4336.8;5759.6 3.88791;-0.0135808
-397.164;1380.56 -2.86798;-0.552538
4411.65;-4952.42 -1.4684;-3.12342
4566.99;-4131.68 -0.517746;-0.91174
2200.27;-3906.13 4.91821;2.35801
1333.76;-3035.2 -2.01315;4.65087
437.417;-1498.25 3.64895;1.07166
-858.2;1632.61 -4.7351;0.349895
691.349;-4307.09 3.23664;-4.82574
-1404.43;-6657.41 -0.243385;4.18546
-2462.35;3776.14 -1.26179;-1.55904
2213.89;6302.11 4.98138;0.16892
-3198.72;6829.89 1.63808;-3.38557
-702.118;6570.01 0.0453196;-3.1991
-5573.33;6595.77 0.979186;4.00967
-6422.82;779.137 1.40034;1.79739
-1867.11;-1430.12 -4.25169;-3.63857
5163.17;2802.45 -4.14914;3.06482
-3956.56;-2297.16 -1.49251;-0.0691242
5858.36;-4655.19 4.81231;-4.07132
-4574.42;4253.24 0.276956;-3.14783
6617.79;-4186.72 -0.182653;-3.39045
-5254.05;5570.98 -3.33308;-3.26258
-3722.68;-6015.04 -0.723746;1.94876
-1536;73.9971 -4.73663;4.52727
5022.91;-6071.22 -3.51802;-4.61516
6194.52;2408.25 4.25809;4.59105
5601.9;-3883.43 -1.12934;-0.816828
3596.22;2518.79 2.33146;1.08112
-6129.73;1749 -1.47298;2.90735
-4074.99;1566.73 -0.212562;4.53185
2672.6;-1694.35 3.94406;-1.84988
2303.7;1732.83 0.934935;4.71252
-5381.32;-5419.62 3.02911;-0.491806
-2857.5;4564.64 -2.27989;-0.271462
2247.33;-4019.15 -2.63634;1.80898
3371.44;4210.82 4.61089;1.37379
-3040.57;2031.97 -2.29057;3.58699
-3646.7;2824.62 4.72777;-3.26991
5232.25;-1229.39 0.767083;-3.18964
472.678;-6432.61 -2.77215;-3.97885
-5318.45;548.292 -2.8161;2.85852
-3486.97;6658.16 -4.06217;-3.287
-6386.13;4920.71 0.811335;4.747
-5654.88;408.803 -0.763421;3.86563
-5831.09;-3021.63 -0.787225;-4.39573
-1742.57;6058.78 1.18702;-3.26624
-6517.41;3027.8 -4.57762;3.40114
1276.79;-5002.67 3.92026;1.62069
-4351.07;2965.86 0.951109;1.92282
-5195.14;-317.494 1.26698;0.97705
1767.45;983.484 0.0462351;-2.00156
-6456.16;-2035.8 3.64284;-1.24561
1714.62;-4170.85 -4.80193;4.97772
-5921.75;-3477.93 4.17814;2.00613
-5178.88;417.688 3.89828;2.45537
3209.27;282.775 -3.89828;-1.26087
-1377.57;1927.69 -3.35261;2.25028
-24.6812;3981.95 1.37593;2.01437
4926.57;-1581.64 -3.78658;0.629444
-5440.88;5819.49 0.576036;0.300455
5592.66;3111.13 -1.86209;-3.21284
-6302.4;2413.38 4.02524;4.07315
6379.4;2825.04 2.49626;-2.43034
-4990.08;5832.23 4.17631;-1.33168
1728.59;6440.09 -3.09748;-1.54744
-3388.92;1196.76 -0.754265;3.38282
5590.21;6742.67 0.77044;0.766778
-5170.22;-5721.93 -1.90481;-3.17377
2466.39;5095.74 0.818354;-4.82421
-2802.67;-353.827 -3.6343;-1.47694
-4797.8;3849.71 -2.17032;1.40278
-3584.63;-3372.68 3.85861;-3.23786
135.963;-6320.34 4.65819;4.20438
305.615;2294.49 3.1698;2.70196
3280.99;3649.66 -4.51323;-4.3994
-4380.56;3684.28 -0.427717;0.717643
-395.241;-2987.57 -3.66268;3.35017
-5080.71;-6531.98 2.14957;-4.99359
-6722.48;6014.94 -3.17499;-4.32463
3783;481.066 -3.82382;2.43767
-380.952;4005.67 3.16828;2.24235
3299.92;6761.25 -3.2461;1.65334
-5438.58;2910.95 2.44621;1.38325
1994;-4934.89 3.69137;-1.57826
1279.76;-3462.48 -1.89413;3.57692
-5405.6;4754.97 -2.36137;-2.76269
2413.17;-6356.03 -3.27876;1.17176
3761.18;6593.79 -2.52983;-0.826899
2965.35;5285.11 -3.99991;4.36583
1675.16;2672.2 -1.08325;-4.01791
102.992;56.7588 4.04233;3.42982
-4249.7;-633.338 4.44853;0.44908
-4735.61;3092.76 -0.153356;-2.81274
-5801.92;2313.71 4.40794;2.99127
-5585.71;560.86 -4.93042;-2.26218
378.045;6327.78 -0.607166;4.51079
-3521.51;1432.57 -2.96655;1.43635
-4666.95;-6217.86 3.88913;-4.50438
-3005.5;-495.385 2.98364;-3.88241
3096.16;-4534.07 1.15314;1.37257
-6553.5;-2046.69 -4.40489;4.57457
-4484.92;-2277.59 -0.65569;4.10672
5777.71;1779.48 -0.266274;4.28251
1440.97;6697.26 -1.09027;0.0538654
4069.34;5203.82 0.459762;3.37886
1466.49;-566.538 1.21479;4.06308
-36.8579;1012.04 2.28965;2.8869
-60.7339;4924.8 -1.57338;-0.172887
4706.7;-1683.63 -0.299844;-4.80651
4113.66;4612.97 4.64812;-3.51619
2445.36;-5231.71 -1.11011;-1.22364
5028.47;3304.23 -1.70125;1.46931
6139.05;-2305.56 0.783563;-0.82049
538.714;542.006 -4.25077;-0.383465
-6238.82;-294.717 -4.70733;-3.76064
6522.08;-2596.13 -3.79696;-1.48946
-5486.11;3192.4 -3.17805;-2.43706
2381.56;-1761.14 -2.16941;0.0871301
1455.44;-681.783 1.0268;-1.74612
-453.564;-6122.81 -4.85015;-1.51418
-6297.79;-4140.24 2.82189;-3.11212
3819.94;-6318.22 -2.33879;4.15128
656.728;-431.588 -4.36155;-2.25944
6395.63;-1347.97 -0.270242;4.18363
6305.96;-6488.73 1.93381;-0.736564
3486.27;-3555.67 1.71743;-1.05792
3368.32;3592.1 4.94598;-1.18915
4145.79;5161.86 2.36625;4.89563
-4774.43;-1499.67 1.7037;3.61629
-587.096;4442.1 2.43187;3.72341
-469.648;-56.8335 -2.71569;-1.98202
413.368;-3936.54 -0.435041;-2.33177
-279.982;-557.707 0.321207;-3.06207
-2567.45;5647 4.44517;1.13666
5800.77;4629.09 -0.239418;-4.39421
1354.59;-1305.79 -1.83706;-1.44826
-4202.56;-194.538 2.87103;-4.46226
6119.15;6659.43 0.854366;-1.54683
-6713.77;-4441.49 4.50011;-3.23878
6631.63;6047.25 1.5804;3.85037
-1220.01;6116.83 -2.41783;-3.70846
4897.12;-5940.57 -0.536363;-1.17786
3445.92;-5133.15 4.89776;2.86065
4400.91;5392.04 -3.93185;1.37135
4479.7;2796.25 2.07846;-2.10929
6176.14;3223.7 -0.965453;2.52281
-4705.15;3386.97 1.86819;2.72301
6554.55;-6620.04 -3.0398;1.67715
-2358.73;-5872.99 -0.372173;2.09311
-3404.27;-818.18 -4.46501;-1.78793
1495.99;2391.17 0.0956755;3.8583
3409.8;4502.43 4.92218;-0.666677
554.412;5873.57 -4.60723;4.97345
-926.063;-895.392 -1.60909;4.17692
2533.67;-4482.42 4.28373;3.71792
-1061.52;5478.88 2.20145;4.15952
951.4;6524.91 2.6809;-1.8276
719.932;-6532.52 -3.26563;-0.418256
2188.49;-3011.08 -4.59441;0.945005
5707.27;4240.88 -1.12262;2.47917
632.186;2843.51 -0.806452;0.147862
1454.32;1340.77 -4.34507;-4.27824
-4315.34;6485.98 -3.0459;-3.37642
-309.316;-2038.63 -0.887631;-1.63045
-2969.19;1288.73 3.27723;-2.57683
-4416.69;5095.14 2.44896;-2.73003
4824.59;-2509.13 1.1916;-4.4702
-4398.23;1500.36 -2.60033;4.91272
4950.86;-3682.7 0.172582;-4.16166
-6465.74;5655.91 2.8695;3.5287
6063.79;-765.444 -4.60051;-2.61956
1671.16;-4431.9 4.81506;-4.55687
-1942.5;-1184.42 -1.73513;1.80044
3441.83;-2604.36 -2.6223;-0.322123
5787.84;4688.77 -1.87033;-1.9161
1301.28;-4724.35 -4.73357;4.80071
-2529.83;-2343.99 -4.66613;3.53236
-561.715;-3470.74 -2.60918;-1.97195
-4835.08;-953.571 -4.54741;0.990173
1528.62;-1690.34 1.74367;0.577563
-114.655;1470.96 4.80468;2.32292
-3179.52;2681.87 1.5334;-0.731987
-1440.8;1439.98 -2.79107;-1.85934
1269.59;-8.75293 2.56828;4.37193
-675.509;244.437 1.99515;3.77804
-6420.55;607.033 1.88742;3.71578
1756.12;-167.86 3.25861;1.51814
-322.447;-5051.53 -2.35557;3.03339
-4528.02;-6304.16 0.369427;-0.929746
5438.05;1881.02 0.240943;2.56706
388.592;6083.47 -0.269326;4.29655
4469.87;5435.2 4.70794;-0.0822473
1987.5;6240.2 -2.21488;-3.81222
-5797.8;6527.89 4.33988;-0.851924
-5086.87;4270.32 -4.72594;2.09159
275.732;3012.73 -4.42351;-3.86685
1525.54;-4626.6 2.74499;1.18641
-3947.04;4716.5 4.13694;0.162816
-1088.01;5673.62 -2.69219;4.21018
-3051.54;3525.1 2.40074;1.7925
-5935.86;-89.1343 0.645924;-0.563524
-3403.85;5063.25 -1.95822;-3.05506
-5839.09;-2848.4 -1.72994;4.90082
-2098.69;2125.07 3.91201;-2.73766
5166.89;-4878.34 0.0294504;-3.12372
5805.21;-3650.55 -0.828425;-3.2934
5504.11;-3949.01 1.86789;4.60265
-4857.89;1585.08 1.6744;4.41282
1176.82;903.048 -1.1684;1.25996
-188.774;2394.45 1.59963;3.78903
2737.93;-1367.44 -0.67156;1.19739
4179.15;648.855 -3.66604;-2.13157
3957.2;3613.46 0.633411;3.40846
-4292.18;3929.45 -3.3932;0.911741
2023.9;-4930.17 -4.35148;1.25782
5866.16;-4296.56 3.86959;-3.74294
